TASK_ID,ONET_SOC_CODE,AI_EXPOSURE_SCORE,AUTOMATION_SCORE,AUGMENTATION_SCORE,CONFIDENCE,RATIONALE,REVIEW_STATUS,SCORING_RUN_ID,RUBRIC_VERSION,RUBRIC_HASH,PROMPT_VERSION,MODEL_ID,SCORED_AT,ERROR_MESSAGE
4078,29-1071.00,0.45,0.2,0.65,0.7,Prescribing requires licensed judgment and physician approval; AI can suggest but cannot assume the accountability.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
4076,29-1071.00,0.6,0.45,0.75,0.7,"Recording and compiling medical data is documentation AI strongly aids, though tied to in-person examination.",unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
4073,29-1071.00,0.3,0.15,0.45,0.75,Physical examination requires hands-on patient contact; AI supports only documentation and interpretation edges.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
4077,29-1071.00,0.45,0.3,0.65,0.65,"Ordering tests is decision work AI can recommend, but administering them and accountability require the human.",unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
4080,29-1071.00,0.55,0.3,0.7,0.65,"Patient counseling is information delivery AI can draft, but empathy and clinical judgment keep the human leading.",unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
4079,29-1071.00,0.2,0.1,0.3,0.8,"Injections, suturing, and wound care are manual clinical procedures AI cannot physically perform.",unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
4083,29-1071.00,0.4,0.25,0.6,0.65,Rounds combine physical patient visits with chart updates and reporting AI can accelerate.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
4081,29-1071.00,0.2,0.1,0.3,0.8,Surgical assistance is a hands-on physical role AI cannot replace or meaningfully drive digitally.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
4082,29-1071.00,0.45,0.25,0.6,0.65,Supervising staff is interpersonal coordination AI can support with scheduling and tracking but not lead.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
4084,29-1071.00,0.6,0.55,0.7,0.7,Ordering supplies is routine procurement AI can largely automate with light approval.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
17301,29-1071.01,0.15,0.05,0.25,0.85,Airway management and intubation are hands-on physical interventions AI cannot perform.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
17302,29-1071.01,0.15,0.05,0.3,0.85,Emergency resuscitation is real-time physical bodily action AI cannot execute.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
17296,29-1071.01,0.4,0.3,0.55,0.65,Verifying supply availability blends physical checking with inventory tracking AI can support.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
17304,29-1071.01,0.3,0.2,0.45,0.65,Calibrating and pretesting equipment is a physical hands-on procedure with a checklist AI can guide.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
17299,29-1071.01,0.6,0.35,0.75,0.65,Keeping abreast via seminars is knowledge acquisition AI can strongly accelerate through summarization.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
17310,29-1071.01,0.3,0.2,0.5,0.65,Controlling anesthesia levels is real-time high-stakes physical care AI can inform but not own.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
17305,29-1071.01,0.4,0.25,0.6,0.65,Patient monitoring mixes device reading and interpretation AI aids with physical vigilance and accountability.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
17309,29-1071.01,0.15,0.05,0.25,0.85,Administering blood and fluids is a manual clinical act AI cannot physically perform.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
17300,29-1071.01,0.6,0.45,0.75,0.7,"Collecting and documenting health histories is information capture AI strongly aids, tied to patient interview.",unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
17306,29-1071.01,0.2,0.1,0.3,0.8,Advanced life support with physical ventilation and devices is hands-on care AI cannot replace.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
17303,29-1071.01,0.35,0.2,0.5,0.65,Post-anesthesia monitoring pairs physical observation with documentation AI can accelerate.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
17311,29-1071.01,0.2,0.1,0.3,0.8,"Administering anesthetic drugs is a physical, high-stakes, directed clinical act AI cannot perform.",unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
17307,29-1071.01,0.15,0.05,0.25,0.8,Assisting spinal or epidural injections is a manual physical procedure AI cannot execute.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
17297,29-1071.01,0.45,0.25,0.6,0.6,Clinical instruction and training is interpersonal teaching AI supports with content but not hands-on demonstration.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
17308,29-1071.01,0.25,0.15,0.45,0.65,Applying invasive monitoring techniques is physical procedural work with an interpretive edge AI can assist.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
17298,29-1071.01,0.2,0.1,0.3,0.8,Collecting specimens is a manual physical task AI barely touches beyond logging.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
20122,29-1081.00,0.3,0.15,0.5,0.7,Treating bone and joint disorders is hands-on clinical care AI supports through diagnosis but cannot perform.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
7849,29-1081.00,0.55,0.3,0.75,0.7,"Diagnosis from histories, exams, and imaging is analytical work AI strongly aids, but licensed judgment decides.",unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
7852,29-1081.00,0.55,0.35,0.7,0.7,"Advising on care techniques is information delivery AI can draft, though patient rapport and judgment lead.",unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
7850,29-1081.00,0.45,0.2,0.65,0.7,Prescribing treatment requires licensed accountability; AI suggests options but the podiatrist decides.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
7851,29-1081.00,0.15,0.05,0.25,0.85,Surgical treatment of foot conditions is a manual operative act AI cannot perform.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
7853,29-1081.00,0.55,0.35,0.7,0.7,"Referral on observed systemic signs is judgment work AI can flag, but clinical accountability keeps human deciding.",unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
7855,29-1081.00,0.25,0.15,0.4,0.7,Making and fitting prosthetics is manual fabrication and physical fitting; AI aids only design edges.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
7854,29-1081.00,0.15,0.05,0.25,0.8,Casting and strapping deformities is a hands-on physical procedure AI cannot perform.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
7856,29-1081.00,0.55,0.45,0.65,0.65,Administrative duties like ordering and recordkeeping are clerical work AI can substantially handle with oversight.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
7857,29-1081.00,0.55,0.3,0.7,0.65,Public education blends content creation AI drafts well with in-person speaking the human delivers.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
7858,29-1081.00,0.15,0.05,0.25,0.8,"Whirlpool, paraffin, and electrical treatments are physical hands-on therapies AI cannot administer.",unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
349,29-1122.00,0.5,0.3,0.7,0.7,Evaluating abilities and analyzing data to set goals mixes analysis AI aids with hands-on assessment and judgment.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
347,29-1122.00,0.6,0.45,0.75,0.7,"Record completion is documentation AI strongly assists, embedded in a clinical therapy role.",unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
351,29-1122.00,0.4,0.2,0.6,0.65,Conducting therapy programs is hands-on rehabilitative interaction AI supports with planning but not delivery.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
358,29-1122.00,0.4,0.2,0.6,0.65,Implementing skills and social activity programs is in-person therapeutic work AI aids in design only.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
350,29-1122.00,0.45,0.25,0.65,0.65,"Selecting tailored activities is clinical judgment AI can suggest, but therapist knows the patient and decides.",unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
348,29-1122.00,0.6,0.4,0.75,0.7,Evaluating progress and preparing reports is documentation and synthesis AI drafts well under clinical review.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
15231,29-1122.00,0.4,0.15,0.55,0.7,"In-person caregiver instruction and demonstration dominate, but AI can generate training materials and guidance the therapist delivers.",unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
359,29-1122.00,0.15,0.1,0.2,0.8,"Physically laying out, cleaning, and repairing therapy tools is a manual act with negligible information component.",unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
353,29-1122.00,0.5,0.2,0.6,0.7,Team consultation and program selection is judgment-driven coordination AI can support with drafting and options but a clinician must own.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
357,29-1122.00,0.45,0.2,0.55,0.65,Designing or specifying adaptive equipment mixes physical fabrication with design reasoning AI can meaningfully accelerate.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
352,29-1122.00,0.5,0.25,0.6,0.7,"Recommending environmental modifications is analytical and language-based, but tied to in-person assessment and clinical accountability.",unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
355,29-1122.00,0.45,0.2,0.55,0.65,Developing and running health promotion programs blends content creation AI aids with in-person group facilitation.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
356,29-1122.00,0.4,0.15,0.5,0.7,Supervising and training staff in therapy techniques is hands-on interpersonal instruction AI can only support with materials.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
354,29-1122.00,0.5,0.3,0.6,0.65,"Cognitive skill training already uses computer programs, but the therapist guides, adapts, and supervises in person.",unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
361,29-1122.00,0.65,0.35,0.75,0.6,"Research is analytical and language-heavy where AI strongly assists literature, analysis, and drafting under researcher judgment.",unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
360,29-1122.00,0.55,0.3,0.65,0.65,Advising on workplace health risks and retirement transitions is information- and communication-based with clinician accountability.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
362,29-1122.00,0.45,0.2,0.55,0.6,Helping patients find or hold jobs involves interpersonal support plus searchable information tasks AI can accelerate.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
17336,29-1122.01,0.2,0.1,0.2,0.8,"Teaching cane travel techniques is hands-on physical, tactile instruction that AI cannot perform.",unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
17355,29-1122.01,0.5,0.25,0.6,0.65,"Recommending mobility devices is judgment-based matching AI can inform, but rests on in-person assessment and accountability.",unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
17352,29-1122.01,0.2,0.1,0.25,0.8,"Training clients to use mobility devices is physical, hands-on skill instruction requiring in-person guidance.",unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
17350,29-1122.01,0.5,0.25,0.6,0.65,"Collaborative rehabilitation planning is language- and reasoning-based AI can draft, though clinician judgment leads.",unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
17349,29-1122.01,0.7,0.45,0.75,0.7,"Writing reports and completing forms is documentation AI drafts well, capped by clinical accuracy and accountability.",unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
17346,29-1122.01,0.2,0.1,0.2,0.8,"Training use of tactile, auditory, and proprioceptive information is embodied sensory instruction AI cannot deliver.",unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
17351,29-1122.01,0.45,0.2,0.55,0.65,"Functional assessment across vision, mobility, and cognition needs in-person observation, with AI aiding synthesis and scoring.",unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
17345,29-1122.01,0.2,0.1,0.25,0.8,"Teaching independent travel in real and simulated situations is physical, in-person mobility training.",unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
23918,29-1122.01,0.35,0.15,0.45,0.65,Teaching self-advocacy is interpersonal coaching AI can support with content but not deliver in person.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
17338,29-1122.01,0.45,0.2,0.55,0.65,"Consultation and education for parents and teachers is communication AI aids with materials, but delivery is interpersonal.",unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
17354,29-1122.01,0.3,0.15,0.4,0.7,Teaching adaptive daily-living and medical self-management skills is hands-on in-person instruction with a lookup edge.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
17348,29-1122.01,0.5,0.3,0.6,0.65,Monitoring progress and revising plans is analytical judgment on observed data AI can help track and flag.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
17353,29-1122.01,0.45,0.2,0.55,0.65,"Identifying vision-related life-skill impairments requires in-person observation, with AI aiding analysis and documentation.",unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
17341,29-1122.01,0.55,0.3,0.65,0.6,Designing communication instructional programs is planning and content design AI can strongly draft under therapist direction.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
17347,29-1122.01,0.25,0.1,0.3,0.75,Training clients to use adaptive reading and writing equipment is hands-on physical instruction.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
17339,29-1122.01,0.6,0.35,0.7,0.65,Professional development like reading literature and continuing education is information-based work AI can summarize and support.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
17340,29-1122.01,0.35,0.2,0.4,0.65,"Obtaining, distributing, and maintaining low-vision devices is physical logistics with a recordkeeping edge AI can handle.",unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
17342,29-1122.01,0.5,0.25,0.6,0.65,Interdisciplinary collaboration on client solutions is communication and coordination AI can support but professionals lead.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
17337,29-1122.01,0.5,0.3,0.6,0.65,"Referring clients to services is information matching and routing AI can suggest, capped by clinical scope judgment.",unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
17343,29-1122.01,0.5,0.3,0.6,0.6,Administering and interpreting tests to build plans blends in-person testing with analysis AI can assist.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
17344,29-1122.01,0.25,0.1,0.3,0.75,"Training clients to read or write Braille is tactile, hands-on instruction requiring an in-person teacher.",unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
363,29-1123.00,0.35,0.15,0.45,0.7,Planning and carrying out physical treatment programs blends AI-aided planning with hands-on in-person therapy delivery.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
364,29-1123.00,0.45,0.2,0.55,0.7,"Initial exam and diagnosis requires physical evaluation, with documentation and data interpretation AI can support.",unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
370,29-1123.00,0.7,0.45,0.75,0.7,"Recording prognosis, treatment, and progress in charts is documentation AI drafts well, capped by clinical accountability.",unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
367,29-1123.00,0.4,0.2,0.5,0.7,Instructing patient and family in home procedures is in-person demonstration AI can support with tailored materials.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
365,29-1123.00,0.45,0.2,0.55,0.65,Evaluating treatment effects and adjusting plans is clinical judgment on observed response AI can help analyze.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
368,29-1123.00,0.45,0.2,0.55,0.65,"Conferring with patients and practitioners to plan care is communication and coordination AI aids, but clinicians decide.",unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
366,29-1123.00,0.15,0.05,0.15,0.8,"Administering manual exercise, massage, and traction is a physical hands-on act AI cannot perform.",unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
371,29-1123.00,0.35,0.15,0.4,0.7,"Obtaining informed consent is an interpersonal, accountability-bearing conversation AI can only support with materials.",unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
373,29-1123.00,0.4,0.2,0.5,0.7,"Testing and measuring patient strength and function is physical assessment, with the recording step AI can handle.",unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
377,29-1123.00,0.35,0.15,0.45,0.65,Directing and supervising support personnel is interpersonal management AI can support with scheduling and documentation.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
369,29-1123.00,0.65,0.4,0.75,0.7,Reviewing referrals and medical records to inform diagnosis is document analysis AI can summarize and flag under clinician review.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
374,29-1123.00,0.6,0.35,0.7,0.7,"Documenting goals, anticipated progress, and reevaluation plans is structured writing AI drafts well under clinical oversight.",unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
375,29-1123.00,0.45,0.25,0.55,0.65,"Explaining intervention risks, benefits, and alternatives is patient communication AI can draft, but delivery bears accountability.",unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
381,29-1123.00,0.55,0.3,0.65,0.65,Providing educational information on prevention and ergonomics is content delivery AI can generate and personalize.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
20407,29-1123.00,0.5,0.3,0.6,0.65,Informing and referring patients for findings outside scope is judgment-based routing AI can suggest under clinical responsibility.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
372,29-1123.00,0.45,0.25,0.55,0.65,Discharge decisions and follow-up planning are clinical judgment with documentation AI can support and draft.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
378,29-1123.00,0.15,0.05,0.15,0.8,"Administering physical agents with packs, lamps, and ultrasound machines is a hands-on physical treatment act.",unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
382,29-1123.00,0.5,0.3,0.6,0.65,Referring clients to community resources is information lookup and matching AI can readily assist.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
385,29-1123.00,0.2,0.1,0.25,0.75,"Constructing, maintaining, or repairing supportive devices is manual fabrication work AI cannot physically perform.",unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
380,29-1123.00,0.3,0.15,0.4,0.65,Fitting and adjusting prosthetic or orthotic devices is hands-on physical work with a design-judgment edge AI can inform.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
379,29-1123.00,0.45,0.2,0.55,0.65,Teaching PT students blends in-person instruction with AI-supportable content preparation and materials.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
383,29-1123.00,0.65,0.35,0.75,0.6,"Conducting and applying research is analytical, language-heavy work AI strongly accelerates under professional judgment.",unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
386,29-1123.00,0.2,0.1,0.25,0.75,Directing group rehabilitation activities is in-person physical facilitation AI cannot lead.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
4086,29-1124.00,0.2,0.15,0.3,0.8,"Precise physical positioning of a patient on treatment equipment is a hands-on act AI cannot perform, though imaging guidance can assist alignment.",unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
4088,29-1124.00,0.3,0.2,0.4,0.7,"Radiation protection is a knowledge-guided practice AI can reference and check, but physical shielding and accountable in-room judgment stay human.",unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
4090,29-1124.00,0.6,0.4,0.7,0.8,"Reviewing prescription, chart, and identity is document/data work AI can parse and cross-check, but final safety verification carries clinical accountability.",unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
4091,29-1124.00,0.4,0.3,0.5,0.7,Conducting treatment sessions blends licensed clinical judgment and physical patient handling with automatable equipment control and protocol adherence.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
4092,29-1124.00,0.4,0.35,0.5,0.7,"Equipment QA checks are partly software-monitored and automatable, but physical inspection and safety sign-off remain with the therapist.",unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
4093,29-1124.00,0.3,0.15,0.45,0.8,"Observing and reassuring patients and reacting to adverse events is interpersonal, real-time, and safety-critical; AI can only aid monitoring alerts.",unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
4095,29-1124.00,0.3,0.15,0.5,0.75,Educating and reassuring patients and families is relational in-person care; AI can draft materials and answer routine questions but not provide the human presence.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
4089,29-1124.00,0.6,0.55,0.7,0.8,"Recording dosages, settings, and reactions is largely digital data capture AI can autofill and organize, though embedded in a clinical treatment role.",unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
4094,29-1124.00,0.3,0.2,0.45,0.75,Checking for side effects requires physical patient assessment and clinical judgment; AI can support symptom tracking and documentation only.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
4097,29-1124.00,0.3,0.2,0.4,0.7,"Fabricating immobilization and protection devices is manual, patient-specific construction; AI can help design or model but not build and fit them.",unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
4099,29-1124.00,0.6,0.4,0.7,0.75,"Preparing technical treatment plan aspects from patient anatomy is analytical, image- and data-driven work where AI strongly assists under physician oversight.",unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
4096,29-1124.00,0.7,0.6,0.75,0.8,"Calculating delivered treatment dosages is a computational task AI and dosimetry software handle well, with human verification for safety.",unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
4098,29-1124.00,0.4,0.35,0.5,0.65,"Imaging the treated area is physical positioning and capture, but processing and analysis of the digital film are readily AI-assisted.",unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
4101,29-1124.00,0.4,0.25,0.5,0.65,Acting as liaison is interpersonal coordination; AI can draft communications and route information but the professional relationship stays human.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
20408,29-1124.00,0.7,0.7,0.6,0.8,Scheduling treatment times is rule-based calendar logistics that AI systems can largely automate with light oversight.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
4102,29-1124.00,0.3,0.2,0.4,0.65,Assisting during dosimetry and tumor localization is hands-on collaborative clinical work; AI aids computation but not the in-room assistance.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
4100,29-1124.00,0.3,0.15,0.45,0.7,"Training and supervising staff is relational, hands-on mentorship; AI can supply reference material but not the accountable oversight.",unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
4103,29-1124.00,0.4,0.25,0.55,0.65,Implementing follow-up care plans mixes clinical judgment and patient contact with documentation AI can draft and organize.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
4104,29-1124.00,0.2,0.15,0.3,0.75,"Storing, sterilizing, and preparing radioactive applicators is a physical, safety-regulated handling task with only a thin logging edge for AI.",unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
4105,29-1124.00,0.2,0.15,0.3,0.75,"Preparing sealed radioactive materials is physical, hazardous handling work; AI touches only procedure lookup and recordkeeping.",unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
393,29-1125.00,0.25,0.1,0.4,0.8,"Instructing patients in physical and expressive activities is embodied, relational therapy AI cannot deliver, though it can suggest activity ideas.",unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
392,29-1125.00,0.25,0.1,0.4,0.8,Conducting therapy sessions is in-person interpersonal care central to the outcome; AI offers only planning and content support.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
395,29-1125.00,0.35,0.15,0.5,0.7,"Planning and directing treatment programs has analytical parts AI aids, but participating in and running activities is hands-on and relational.",unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
387,29-1125.00,0.45,0.3,0.6,0.75,"Observing, recording, and modifying treatment blends in-person clinical observation with documentation and analysis AI meaningfully supports.",unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
388,29-1125.00,0.5,0.3,0.65,0.75,"Developing treatment plans from assessments and interests is analytical, language-based synthesis AI drafts well, but clinical accountability stays human.",unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
394,29-1125.00,0.5,0.35,0.65,0.7,"Gathering info from records, staff, and patients mixes chart-mining AI accelerates with interpersonal interviews requiring human rapport.",unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
391,29-1125.00,0.4,0.2,0.55,0.7,Conferring with the treatment team is collaborative professional judgment; AI can prepare summaries and notes but not the deliberation.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
390,29-1125.00,0.3,0.15,0.45,0.75,Counseling and encouraging patients toward leisure activities is motivational relational work AI can support with ideas but not replace.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
389,29-1125.00,0.3,0.15,0.45,0.75,Encouraging clients to acquire skills and engage is hands-on motivational coaching; AI helps only with suggestions and resources.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
396,29-1125.00,0.65,0.5,0.75,0.8,Preparing and submitting progress reports and charts is language- and data-based documentation AI drafts and formats well under clinician review.,unreviewed,v2_full_b6a49483,v2,b6a49483,v1,claude-opus-4-8-subagent,,
